index,path,concentrate_lung_time,kem_spe,kmeans_spe,gmm_spe
22,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0766/01-01-2000-1-NA-05661/30030.000000-NA-34217/,42.38372731208801,3.6783196e-05,0.00043536816,0.0004359747
23,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0180/01-01-2000-NA-CT ANGIO CHEST NON-CO-18752/2.000000-BOTTOM TO TOP-13968/,33.89604568481445,1.6718977e-05,0.00021610965,0.0018904684
24,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0610/01-01-2000-NA-NA-35454/30363.000000-NA-81479/,23.205888271331787,3.049678e-05,0.00044541174,0.008057455
25,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0072/01-01-2000-NA-CT CHEST W CONT-45499/4.000000-Recon 3-88650/,45.64234209060669,1.0913235e-05,0.00014884865,0.004514754
26,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0230/01-01-2000-NA-CT CA-55484/4.000000-Recon 2 CHEST-ABD-67626/,15.997935771942139,3.2182885e-05,0.00033991595,0.0020154624
27,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0176/01-01-2000-NA-CT ANGIO CHEST WWO C-80139/2.000000-BOTTOM TO TOP-22938/,30.820001125335693,2.438186e-05,0.00044800126,0.0021446145
28,/database/datasets/Classics/LIDCdata/LIDC-IDRI-1010/01-01-2000-NA-CT ANGIO CHEST NON-CO-81361/2.000000-BOTTOM TO TOP-17588/,37.554277181625366,2.449581e-05,0.00027758596,0.0019694213
29,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0200/01-01-2000-NA-CAP LYM PREPOST-54643/6.000000-Recon 3 C-A-P-08613/,18.58190417289734,6.361914e-05,0.00035439618,0.0020259717
30,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0251/01-01-2000-NA-CT THORAX WCONTRAST-52009/2.000000-CHEST-59377/,18.815003156661987,2.0173466e-05,0.000220492,0.0018798568
31,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0261/01-01-2000-NA-CT THORAX WCONTRAST-54976/2.000000-CHEST-48430/,19.578542947769165,3.452739e-05,0.0002548942,0.0021610162
32,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0267/01-01-2000-NA-CT THORAX WO CONTRAST-75468/2.000000-CHEST-23992/,21.19407820701599,3.926414e-05,0.00033765045,0.0038844382
33,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0174/01-01-2000-NA-CT THORAX WCONTRAST-21864/2.000000-CHEST-61082/,18.95151114463806,2.798038e-05,0.00025677728,0.0019214823
34,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0399/01-01-2000-NA-CT ANGIO CHEST NON-CO-97992/2.000000-BOTTOM TO TOP-35401/,33.34155297279358,2.3008247e-06,3.9342704e-05,0.000254491
35,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0191/01-01-2000-NA-CT THORAX WCONTRAST-56520/3.000000-Recon 2 CHEST-51928/,21.522618055343628,4.0919535e-05,0.00025634293,0.0019118082
36,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0237/01-01-2000-NA-CT THORAX WCONTRAST-94125/2.000000-CHEST-16111/,20.46266794204712,1.793834e-05,0.00015994647,0.0018117863
37,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0258/01-01-2000-NA-CT THORAX WCONTRAST-53325/2.000000-CHEST-23389/,19.080034732818604,2.8480856e-05,0.00026526747,0.0019270658
38,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0377/01-01-2000-NA-CHEST-47002/30970.000000-NA-38925/,36.051456928253174,1.5978354e-05,0.00024565693,0.004655316
39,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0260/01-01-2000-NA-CT THORAX WCONTRAST-24861/2.000000-CHEST-29286/,20.356995820999146,2.921203e-05,0.00029439857,0.0019815534
40,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0282/01-01-2000-NA-CT THORAX WCONTRAST-94920/2.000000-CHEST-69223/,17.028348207473755,2.8383638e-05,0.00028159312,0.0019577134
41,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0088/01-01-2000-NA-CT CHABPEL WO-92527/4.000000-Recon 3-02075/,34.06410264968872,1.0846215e-05,0.0001491465,0.0044945753
42,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0239/01-01-2000-NA-CT THORAX WO CONTRAST-05073/3.000000-Recon 2 CHEST-62398/,22.244569540023804,4.400999e-05,0.00023396203,0.001896956
43,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0233/01-01-2000-NA-CT CHE.ABDPEL-LIVER-32011/9.000000-Recon 3 CHEST  BLADDER-66493/,33.05200910568237,6.932095e-05,0.0002978131,0.0019787813
44,/database/datasets/Classics/LIDCdata/LIDC-IDRI-1002/01-01-2000-NA-NA-24056/30009.000000-NA-40405/,45.77792954444885,2.9153478e-05,0.00044470298,0.000445591
45,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0266/01-01-2000-NA-CT ANGIO CHEST WWO C-79408/2.000000-BOTTOM TO TOP-06596/,34.20018434524536,2.962308e-05,0.00036185604,0.0020653585
46,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0186/01-01-2000-NA-CT LUNG MED PLEURA-37287/3.000000-Recon 2 CHEST-74757/,19.559128284454346,4.0507282e-05,0.0004050455,0.0021045783
47,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0875/01-01-2000-NA-NA-92135/30034.000000-NA-78531/,44.583486557006836,4.4492022e-05,0.0004670714,0.00046816433
48,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0470/01-01-2000-NA-CT ANGIO CHEST NON-CO-32442/2.000000-BOTTOM TO TOP-42570/,34.65352654457092,1.4644976e-05,0.00014957195,0.00090028095
49,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0203/01-01-2000-NA-CHABDPELVIS-34578/4.000000-Recon 2 C-A-P-15124/,20.878567457199097,2.4642091e-05,0.0001730475,0.001833855
50,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0276/01-01-2000-NA-CT THORAX WCONTRAST-90708/3.000000-Recon 2 CHEST-65305/,20.38562512397766,4.2521464e-05,0.00025679675,0.0019199516
51,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0279/01-01-2000-NA-CT CAP LYMPH-06990/4.000000-Recon 3 C-A-P-85510/,21.762354612350464,5.3439482e-05,0.0003062322,0.0019748858
52,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0179/01-01-2000-NA-CT THORAX WCONTRAST-03675/2.000000-CHEST-39227/,17.458489656448364,2.6645126e-05,0.00022676478,0.001894018
53,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0510/01-01-2000-NA-NA-17014/30017.000000-NA-21805/,36.73834705352783,2.5277137e-05,0.0004817246,0.00048317603
54,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0289/01-01-2000-NA-CT THORAX WCONTRAST-50294/4.000000-Recon 3 C-A-P-34169/,17.53677248954773,3.6341185e-05,0.0001950897,0.0018577903
55,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0285/01-01-2000-NA-CAP WCON-13818/4.000000-Recon 3 C-A-P-62668/,39.936039209365845,4.695021e-05,0.00024506942,0.0019012239
56,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0220/01-01-2000-NA-CT ANGIO CHEST NON-CO-85747/2.000000-BOTTOM TO TOP-31764/,34.2000458240509,1.6208757e-06,2.095961e-05,0.00026702756
57,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0171/01-01-2000-NA-CT THORAX WCONTRAST-81232/3.000000-Recon 2 CHEST-67131/,13.885810852050781,2.4521794e-05,0.00019121975,0.0018464867
58,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0275/01-01-2000-NA-CT THORAX WCONTRAST-06987/2.000000-CHEST-91325/,25.902209758758545,2.7344608e-05,0.00024837125,0.0019329605
59,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0454/01-01-2000-NA-NA-73374/30029.000000-NA-25757/,40.77597188949585,3.0248073e-05,0.000324298,0.00032476624
60,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0159/01-01-2000-NA-CTC-A-P-13995/3.000000-Recon 2 C-A-P-49228/,19.666221618652344,2.511759e-05,0.00025969546,0.0019278895
61,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0314/01-01-2000-1-NA-82159/30026.000000-NA-75227/,40.007094621658325,3.7102513e-05,0.000408028,0.00040865561
62,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0252/01-01-2000-NA-CT THORAX WCONTRAST-85575/2.000000-CHEST-06758/,20.75827932357788,2.4709063e-05,0.00019384512,0.0018577417
63,/database/datasets/Classics/LIDCdata/LIDC-IDRI-0207/01-01-2000-NA-CT ANGIO CHEST WWO C-68595/2.000000-CT PE PROTOCOL BOTTOM TO TOP-90470/,33.670490026474,2.735359e-05,0.0002867377,0.001987567
